towns	tmax	tmin	rain	sun	twater
Dithmarschen	20	-1	199	49
Dittishausen	25	-3	134	57
Ditzingen	22	-4	167	59
Ditzum	21	-2	138	44
Dobbertin	21	-3	113	53
Dobel	23	-4	167	57
Dodenau	24	-2	111	52
Dodenburg	23	-2	129	54
Donaueschingen	25	-3	134	57
Donaustauf	23	-4	173	57
Donzdorf	24	-4	167	60
Dorfen	23	-5	173	54
Dorfstadt	24	-4	114	57
Dormagen	23	0	197	40
Dornach	22	-5	173	56
Dornhan-Leinstetten	23	-4	167	62
Dornstetten	23	-4	167	60
Dornumsiel	20	-1	199	51
Dorsten	22	-1	197	49
Dorum	20	-1	199	50
Dosenbek	20	-3	138	50
Drachselsried-Oberried	24	-5	150	65
Dranske	21	-2	113	56	8
Dreieich	24	-3	111	51
Drensteinfurt	22	0	143	48
Drewitz	21	-2	113	55	9
Drochtersen-Krautsand	22	-2	190	49
Drolshagen	23	-2	180	46
Drosedow	21	-2	113	54
Dudeldorf	23	-1	129	50
Dudenhofen	24	-3	111	49
Duderstadt	18	-2	126	49
Dunsum	19	-1	133	57	9
Durach	24	-5	173	55
Durbach	25	-2	158	55
Doebeln	24	-4	169	55
Doellnsee	23	-3	113	54
Doerentrup	22	0	143	47
Doerfles-Esbach	24	-4	114	59
Doerpen	22	-2	138	46
Doerrenbach	23	-1	129	51
Doerverden	20	-1	199	50
Doetlingen	22	-2	174	48
Duelmen	22	-2	122	45
Dueren	22	-2	131	50
Duesedau	22	-2	113	55
Ebelsbach	23	-4	114	55
Ebendorf	22	-2	122	49
Eberbach	24	-2	111	51
Ebermannstadt	24	-4	114	57
Ebern	24	-4	114	58
Ebersberg	23	-4	173	55
Eberswalde-Finow	23	-3	113	54
Ebnisee	23	-4	167	59
Eching	23	-5	173	57
Eckartsberga	24	-3	170	47
Eckernfoerde	21	-2	138	54
Eckwarderhoerne	20	-1	199	50
Edenkoben	24	-2	111	50
Edertal-Bringhausen	18	-2	126	49
Edertal-Hemfurth	18	-2	126	49
Edesheim	24	-2	111	52
Edewecht	22	-2	174	49
Ediger	23	-2	129	53
Efringen-Kirchen	25	-3	174	54
Egelsbach	24	-2	111	52
Egestorf	22	-2	190	49
Eggenstein-Leopoldshafen	24	-2	111	51
Eggersdorf	23	-3	166	57
Eggstaett	25	-6	184	56
"Eging am See"	24	-6	187	56
"Egling a. d. Paar"	23	-5	173	54
"Ehingen an der Donau"	23	-4	167	57
Ehrenberg-Seiferts	24	-2	111	52
Ehrenfriedersdorf	24	-5	150	66
Ehrenkirchen	25	-1	174	53
Eibenstock	24	-5	150	62
Eichenzell	24	-3	111	53
Eichstetten	25	-2	158	58
Eichstaett	23	-5	173	55
Eicklingen	22	-2	122	49
Eigeltingen	23	-5	173	56
Einbeck	18	-2	126	51
Einbeck-Negenborn	18	-2	126	50
Eisenach	24	-2	170	47
Eisenbach	25	-3	134	55
Eisenberg	24	-2	111	50
Eisenberg	25	-7	172	57
Eisenberg	24	-3	170	47
Eisenschmitt	23	-1	129	55
Eisleben	24	-4	170	48
Eitorf	23	-2	180	48
Elend-Mandelholz	22	-2	122	48
Elfershausen	25	-2	111	49
Elisabethszell	23	-5	173	59
Elkenroth	23	-1	180	47
Ellenz-Poltersdorf	23	-1	129	54
Ellwangen	23	-4	167	58
Elmau	25	-7	172	59
Elmenhorst	21	-2	113	58	8
Elmshorn	22	-2	190	50
Eltville	24	-2	111	53
Elzach	25	-3	158	54
Emden	21	-2	138	45
Emmelshausen	23	-1	129	54
Emmendingen	24	-2	158	58
Emmerich	21	-1	197	46
Empfingen	23	-4	167	59
Emsbueren	22	-2	122	48
Emsdetten	22	-2	122	49
Enderndorf	25	-5	114	57
Endingen	25	-2	158	55
Enkering	24	-4	114	59
Enkirch	23	-1	129	51
Ennigerloh-Ostenfelde	22	-2	122	48
Ensch	23	-2	129	52
Enzkloesterle	23	-4	167	57
Eppelborn	23	-1	129	49
Eppelheim	25	-2	111	51
Eppenbrunn	23	-1	129	52
Eppenhain	25	-2	111	52
Eppingen	24	-2	111	50
Eppstein	24	-2	111	49
Erbach	24	-2	111	52
Erbenhausen	24	-3	170	47
Erding	23	-5	173	55
Erfurt	24	-3	170	47
Erfurt-Apfelstaedt	24	-3	170	48
Erfweiler	23	-2	129	54
Ering	24	-6	184	56
Erkelenz	23	-1	180	49
Erkner	23	-3	166	57
Erkrath	23	0	197	40
Erlabrunn	23	-5	150	62
Erlabrunn	24	-5	173	55
Erlangen	24	-4	114	57
Erlau	24	-6	187	57
Erlbach	23	-5	150	65
Erlenbach	24	-3	111	49
Erlensee	24	-2	111	48
Erndtebrueck	22	0	143	48
Ernst	24	-1	129	54
Erwitte	22	0	143	48
Erzgrube	23	-4	167	57
Eschau	24	-2	111	53
Eschbach	24	-2	111	51
Eschborn	24	-2	111	54
Eschwege	18	-2	126	48
Eschweiler	22	-1	131	49
Esens	20	-1	199	51
Esens-Bensersiel	19	-1	199	52
Eslarn	23	-5	173	56
Eslohe	23	0	143	47
Eslohe-Oesterberge	22	0	143	46
Eslohe-Wenholthausen	23	-1	180	50
Espelkamp	22	-2	122	48
Espenau	18	-2	126	51
Essel	22	-2	122	49
Esselbach	24	-2	111	52
Essing	23	-5	173	54
Esslingen	25	-4	167	59
Etelsen	22	-2	174	49
Ettal	25	-8	172	61
Ettenheim	25	-2	158	59
Ettlingen	24	-2	111	49
Ettringen	24	-1	129	53
Euerdorf	24	-4	114	57
Eurasburg	23	-5	173	55
Euskirchen	23	-1	180	47
Eutin	22	-2	190	50
Eversen	23	-2	190	48
Extertal-Rott	22	0	143	45
Fahrenzhausen	23	-5	173	57
Falkau	25	-3	134	58
Falkenau	24	-4	169	60
Falkenhagen	23	-3	113	53
Falkensee	23	-3	113	54
Falkenstein	23	-5	173	55
Falkenstein	24	-3	111	51
Falkenstein	23	-4	114	55
Farchant	25	-7	172	57
Fedderwardersiel	20	-1	199	52
Federow	21	-2	113	57	8
Fehrbellin	23	-3	113	56
Fehrenbach	24	-3	170	49
Feilbingert	23	-1	129	53
Feldafing	24	-5	173	55
Feldberg	23	-3	113	55
Feldberg	25	-2	174	55
Feldkirchen	24	-5	173	58
Fellbach	23	-4	167	56
Feuchtwangen	25	-4	114	56
Feuerbach	24	-4	167	58
Fichtelberg	24	-4	114	56
Fichtenau	24	-4	114	57
Filderstadt	24	-4	167	61
Filsen	24	-1	129	51
Finningen	23	-5	173	57
Finsterau	24	-6	187	57
Finsterbergen	24	-3	170	48
Finsterwalde	25	-4	169	59
Fintel	22	-2	190	48
Fischach	23	-5	173	57
Fischbachau	25	-7	172	58
Fischen	23	-5	173	57
Fischerbach	23	-4	167	60
Fischingen	25	-2	174	53
Fladungen	23	-3	170	48
Fleckl	24	-4	114	55
Flensburg	21	-4	138	52
Flessenow	21	-2	113	54
"Flintsbach a. Inn"	24	-5	184	59
"Floh Seligenthal"	24	-3	170	48
Flonheim	25	-2	111	52
"Flughafen Muenchen"	23	-5	173	56
Floersheim	24	-2	111	51
Forbach	26	-2	158	57
Forchheim	24	-5	114	55
Forst	26	-2	111	51
Forst	23	-3	113	52
Frammersbach	24	-2	111	53
Frankenau	18	-2	126	48
Frankenberg	24	-4	169	55
Frankenberg	18	-2	126	50
Frankenhoehe	24	-4	114	58
Frankenried	24	-5	173	54
Frankenroda	24	-3	170	49
Frankenthal	25	-2	111	52
Frankfurt	23	-4	166	57
Frankweiler	25	-3	111	51
Frasdorf	25	-6	184	56
Frauenau	24	-6	187	56
Frauenchiemsee	23	-5	173	56
Frauenmark	22	-3	190	52
Frauenstein	24	-5	169	57
Frechen	23	-1	180	50
Fredersdorf	23	-3	166	55
Freest	21	-2	113	55	8
Freiamt	26	-2	158	55
Freiberg	24	-4	169	58
"Freiberg am Neckar"	23	-4	167	59
Freiburg	25	-2	174	50
Freiburg-Elbe	22	-2	190	50
Freiensteinau	24	-2	111	50
Freigericht	24	-2	111	53
Freilassing	23	-7	184	53
Freinsheim	25	-2	111	51
Freising	23	-5	173	57
Freren	22	-2	122	48
Freudenberg	23	-1	180	50
Freudenberg	24	-3	111	52
Freudenstadt	26	-2	158	57
Freudental	23	-4	167	57
Freyburg	24	-3	170	48
Freyung	24	-6	187	57
Frickenhausen	23	-4	167	59
Frickingen	23	-5	173	59
Friedberg	24	-2	111	50
Friedeburg	20	-1	199	48
Friedenweiler	26	-3	134	58
Friedewald	18	-2	126	48
Friedland	21	-2	113	52	8
Friedrichroda	24	-3	170	49
Friedrichsbrunn	22	-3	122	46
Friedrichsdorf	24	-2	111	50
Friedrichshafen	23	-5	173	56
Friedrichskoog	20	-1	199	51
Friedrichstadt	19	-2	138	54
Frielendorf	18	-2	126	49
Friesoythe-Thuele	20	-2	199	51
Froendenberg	22	0	143	51
Fuhlendorf	21	-2	113	55	8
Fulda	18	-2	126	50
"Furth im Wald"	24	-5	150	64
Furtwangen	25	-2	158	56
Foeckelberg	23	-2	129	52
Foehr	19	-1	133	56	9
Fuerstenberg	23	-3	166	54
Fuerstenberg	18	-2	126	50
Fuerstenberg	20	-2	199	48
Fuerstenfeldbruck	24	-5	173	55
Fuerstenwalde	23	-3	166	56
Fuerth	24	-4	114	59
Fuessen	25	-7	172	59
Gadebusch	22	-2	190	50
Gager	21	-3	113	55	8
Gaggenau	25	-2	158	58
Gaienhofen	23	-5	173	57
Gailingen	25	-3	134	57
Gaimersheim	23	-5	173	56
Gammelin	21	-2	113	55
Ganderkesee	23	-2	174	48
Garbsen	22	-2	122	47
Garching	23	-4	173	55
Garding	19	-1	133	55	9
"Garmisch Partenkirchen"	25	-7	172	61
Garrel	22	-2	174	51
Garrel-Petersfeld	22	-3	174	49
Gartow	21	-2	113	54
"Gartow am See"	23	-2	113	55
Gau-Odernheim	24	-2	111	50
Gauernitz	24	-4	169	58
Gauting	23	-5	173	57
Gebersdorf	24	-5	114	55
Geesthacht	22	-2	190	48
Gehlberg	24	-2	170	46
Gehren	24	-3	170	47
Geiersthal	23	-5	173	55
Geiselgasteig	23	-5	173	55
Geiselhoering	23	-5	173	57
Geiselwind	24	-4	114	58
Geisenhausen	23	-5	173	59
Geisenheim	24	-2	111	52
Geising	24	-5	169	57
"Geislingen an der Steige"	23	-4	167	62
Geldern	24	0	197	40
Gelnhausen	24	-2	111	49
Gelsenkirchen	21	-1	197	47
Gelting	23	-4	173	55
Geltow	23	-3	113	53
Gemuenden	25	-2	111	49
Gemuenden	23	-1	129	51
Gengenbach	25	-2	158	56
Genshagen	23	-3	113	53
Genthin	23	-3	113	54
Georgenberg	24	-5	114	58
Georgenthal	24	-2	111	51
Georgenthal	24	-3	170	46
Georgsmarienhuette	22	-2	122	46
Gera	24	-3	170	49
Geretsried	24	-6	173	54
Gerhardshofen	24	-4	114	58
Gerlingen	23	-4	167	60
Germering	23	-5	173	58
Germersheim	24	-3	111	49
Gernrode	22	-3	122	51
Gernsbach	25	-2	158	55
Gernsheim	24	-2	111	53
Gerolstein	23	-2	129	51
Gerolzhofen	24	-4	114	56
Gersfeld	25	-3	170	49
Gersthofen	23	-5	173	58
"Gerswalde - Herrenstein"	24	-3	113	54
Gevelsberg	21	-1	197	48
Geyer	24	-5	150	61
"Giengen an der Brenz"	23	-4	167	59
Giesen	22	-2	122	48
Giessen	24	-3	111	51
Gifhorn	22	-2	122	47
Gillenfeld	23	-1	129	52
Gilserberg-Schoenstein	18	-2	126	50
Gingst	21	-3	113	58	8
Ginsheim	24	-3	111	53
Girod	23	-3	111	50
Gladbeck	21	-1	197	45
Glatt	23	-4	167	60
Glauchau	24	-4	169	57
Gleiszellen-Gleishorbach	24	-2	111	49
Gleissenberg	24	-4	114	58
Glesien	24	-3	170	45
Glinde	23	-2	190	50
Glindow	23	-3	113	54
Glonn	23	-5	173	56
Glottertal	25	-2	158	56
Glowe	20	-2	106	56	8
Gluecksburg	21	-2	138	52
"Gmund am Tegernsee"	24	-7	172	57
Gnewikow	23	-3	113	55
"Goch am Niederrhein"	24	0	197	39
Gohrisch	24	-4	169	57
Goldberg	21	-1	113	55
Gollwitz	21	-2	113	55	8
Gomadingen	23	-4	167	62
Gomaringen	23	-4	167	58
Gommern	24	-3	170	46
Gondorf	23	-2	129	52
Goslar	22	-2	122	49
Gotha	23	-3	170	45
Gotha	22	-2	122	48
Gottenheim	23	-4	167	59
Gotthun	21	-2	113	56
Graal-Mueritz	22	-2	113	56	8
Grafenau	24	-6	187	57
Grafenhausen	25	-3	134	59
Grafenwiesen	24	-5	150	64
Grainau	25	-7	172	60
Grainet	24	-6	187	58
Gramzow	23	-3	113	56
Granzow	21	-2	113	53
Grasbrunn	23	-4	173	57
Grasellenbach	25	-3	111	51
Grassau	26	-7	184	56
Gravenbruch	24	-2	111	52
Greetsiel	21	-2	138	43
Grefrath	23	-1	180	49
Greifswald	22	-2	113	55	8
Greiz	24	-4	114	55
Gremberghoven	23	-1	180	50
Gremsdorf	24	-4	114	59
Grenzach	23	-5	167	59
Greven	22	-2	122	49
Grevenbroich	23	0	197	42
Grevenkrug	20	-3	138	53
Grieben	21	-2	113	55	8
Gries	23	-1	129	50
Griesheim	24	-2	111	52
Grimma	24	-4	170	47
Grimmen	21	-2	113	53	8
Gronau	22	-2	122	48
"Gross Breesen"	21	-2	113	56	8
"Gross Schwansee"	21	-2	113	53	9
"Gross Wittensee"	20	-3	138	52
"Gross Zecher"	22	-2	190	51
Grossbettlingen	23	-4	167	57
Grossbreitenbach	24	-4	170	49
Grossenbrode	20	-2	138	52
Grossenkneten	22	-2	174	50
Grosskochberg	23	-3	170	49
"Gross Beuchow"	23	-3	166	57
"Gross Breese"	21	-2	113	58
"Gross Duengen"	20	-1	199	48
"Gross Gerau"	24	-2	111	50
"Gross Kreutz"	23	-3	113	55
"Gross Koeris"	23	-3	166	58
"Gross Meckelsen"	22	-2	174	51
"Gross Nemerow"	21	-2	113	56	8
"Gross Plasten"	21	-2	113	54	8
"Gross Schneen"	18	-2	126	49
"Gross Schoenebeck"	23	-3	113	55
"Gross Stroemkendorf"	21	-2	113	57	8
"Gross Zicker"	21	-2	113	55	8
Gross-Umstadt	24	-3	111	50
Grossbeeren	23	-3	113	53
Grossburgwedel	22	-2	122	48
Grossebersdorf	24	-4	114	55
Grossefehn	21	-2	138	44
"Grosses Meer"	21	-2	138	46
Grosshartau	24	-4	169	58
Grossheubach	24	-2	111	51
Grossholzhausen	23	-5	173	53
Grosskoschen	24	-4	169	57
Grossliebringen	24	-3	170	47
Grosslittgen	23	-1	129	53
Grossrosseln	23	-1	129	53
Grossschirma	24	-4	169	57
Grossschoenau	23	-5	169	60
Grossweil	25	-7	172	59
Grossziethen	23	-3	166	55
Graefenhainichen	24	-3	170	49
Graefenthal	24	-4	114	60
Graevenwiesbach	24	-2	111	52
Groebenzell	23	-5	173	57
Groeditz	24	-4	169	59
Groemitz	22	-2	190	48
Gruenendeich	23	-2	174	48
Gruenhain	24	-5	150	63
Gruenheide	23	-3	166	58
Gruenkraut	23	-5	173	55
Gruenstadt	24	-2	111	51
"Gruenstadt Asselheim"	24	-2	111	52
Gruenwald	23	-4	173	54
Gstad	22	-5	173	57
Gummersbach	24	-2	180	48
Gundelfingen	25	-1	174	53
"Gundelfingen an der Donau"	24	-5	173	57
Gundelsheim	24	-2	111	52
Gunderath	24	-1	129	52
Gundersheim	24	-2	111	49
Guntersblum	24	-3	111	51
Gunzberg	23	-5	173	54
Gunzenhausen	23	-5	173	57
Gustow	21	-2	113	52	8
Gutach	25	-2	158	55
Guxhagen	18	-2	126	48
Gaertringen	24	-4	167	62
Gaeufelden	23	-4	167	61
Goehrde	21	-2	113	54
Goehren	21	-2	106	56	8
"Goehren - Lebbin - Fleesensee"	21	-2	113	54
Goeppingen	23	-4	167	56
Goerlitz	24	-4	169	56
Goerwihl	25	-3	134	56
Goessweinstein	23	-5	173	58
Goettelfingen	23	-4	167	57
Goettingen	18	-2	126	46
Goessweinstein	24	-4	114	58
Gueglingen	24	-4	167	59
Guehlen-Glienicke	23	-2	113	53
Guelstorf	22	-2	190	49
Guentersberg	25	-6	184	56
Guentersberge	24	-4	170	46
Guenzburg	23	-5	173	57
Guesten	25	-3	170	46
Guestrow	21	-2	113	54	8
Guetersloh	22	0	143	50
Haan	23	0	197	39
Haar	23	-5	173	56
Habernis	20	-3	138	54
Hachenburg	24	-1	180	46
Hackenheim	23	-1	129	54
Hadamar	25	-2	111	52
Hagen	23	0	143	50
"Hagen am Teutoburger Wald"	22	-2	122	50
Hagenow	21	-2	113	55
Hagnau	23	-5	173	55
Hahn	24	-2	111	49
"Hahn Flughafen Frankfurt-Hahn"	23	-1	129	55
Hahnenklee	22	-3	122	47
Hahnenklee-Bockswiese	22	-2	122	47
Haida	24	-4	169	57
Haidmuehle	24	-6	187	58
Haiger	24	-2	180	50
Haigerloch	23	-4	167	60
Halbe	23	-3	166	57
Halberstadt	22	-2	122	47
Halblech	25	-8	172	58
Haldensleben	22	-3	122	46
Halfing	24	-7	184	56
Hallbergmoos	23	-5	173	56
Halle	23	-3	170	46
"Halle - Westfalen"	22	-3	122	49
Hallenberg	22	0	143	48
Hallenberg	22	0	143	49
"Hallig Hooge"	20	-1	133	58	9
"Hallig Langeness"	19	-1	133	57	9
Halsbach	23	-5	173	56
Halsenbach	23	-1	129	53
"Haltern am See"	22	0	143	48
"Hamburg - Altona"	22	-2	190	49
"Hamburg - Bergedorf"	22	-3	190	50
"Hamburg - Billstedt"	22	-2	190	51
"Hamburg - Fuhlsbuettel"	22	-2	190	47
"Hamburg - Lohbruegge"	23	-2	190	50
Hameln	23	-2	122	46
Hamm	22	0	143	45
Hammer	24	-6	184	55
Hammersbach	24	-2	111	50
Hamminkeln	21	-1	197	47
Hanau	24	-2	111	51
Hanerau-Hademarschen	21	-3	138	51
Hankensbuettel	20	-1	199	51
"Hann. Muenden"	18	-2	126	49
Hanstedt	22	-2	190	51
Happurg	24	-4	114	56
Haren	21	-2	138	44
Harlesiel	20	-1	199	51
Harpstedt	22	-2	174	49
Harrislee	19	-1	133	54	9
Harsewinkel	22	-2	122	49
Hartenstein	24	-5	150	64
Hartha	24	-4	169	57
Harthausen	23	-5	173	58
Harthausen	24	-2	111	52
Hartmannsdorf	24	-4	169	58
Hasbergen	20	-1	199	48
Hasel	25	-2	174	53
Haseluenne	22	-2	122	47
"Haslach i. K."	25	-2	158	55
Hasloch	23	-6	173	55
"Hassel Bergen"	22	-2	122	47
Hasselberg	21	-2	138	53
Hasselfelde	22	-2	122	50
Hassloch	24	-3	111	48
Hattersheim	24	-2	111	50
Hattert	23	-1	180	48
Hattingen	21	-2	197	47
Hattstedtermarsch	19	-2	133	57	9
Hauenstein	24	-1	129	52
Haundorf	24	-4	114	57
"Hausen bei Wuerzburg"	24	-3	114	57
"Hausen ob Verena"	25	-3	134	55
Hausen-Roth	24	-3	170	48
Hausham	25	-7	172	59
Hauzenberg	25	-5	187	58
Havixbeck	22	-2	122	49
Hayingen	23	-4	167	57
Hassfurt	24	-4	114	56
Hassmersheim	24	-3	111	51
"HC User-Treffen"	23	-2	174	46
Hechenberg	24	-6	173	58
Hechingen	23	-4	167	59
Hechlingen	23	-5	173	57
Hechthausen	21	-1	199	50
Heide	20	-3	138	51
Heidekrug	22	-2	190	51
Heidelberg	24	-3	111	51
Heidenau	24	-4	169	59
Heidenau	22	-2	190	51
"Heidenheim an der Brenz"	23	-5	173	58
Heidesee	23	-4	166	57
Heidkate	21	-2	138	50
Heigenbruecken	24	-2	111	51
Heilbachsee	24	-1	129	53
Heilbronn	23	-5	167	59
Heiligenberg-Steigen	23	-5	173	54
Heiligendamm	21	-2	113	57	8
Heiligenhafen	20	-2	138	51
Heiligenhaus	21	-1	197	46
Heiligenrode	18	-2	126	51
Heiligenstadt	18	-3	126	46
Heiligenstadt	24	-4	114	58
Heimbuchenthal	24	-2	111	50
Heimhausen	23	-4	167	61
Heimsheim	23	-4	167	58
Heising	23	-5	173	57
Heitersheim	25	-2	174	52
Helgoland	20	-1	199	51
Hellengerst	23	-6	173	54
Helmbrechts	24	-4	114	56
Helmstadt	24	-2	111	50
Helmstedt	22	-2	122	49
Hemmingen	22	-2	122	47
Hemmoor	20	-1	199	53
"Hemsbach a. d. Bergstrasse"	24	-2	111	54
Hemslingen	22	-2	174	51
Hengersberg	24	-6	187	58
Hennef	23	-1	180	48
Hennigsdorf	23	-3	113	55
"Hennstedt Steinburg"	22	-2	190	50
"Henstedt - Ulzburg"	22	-2	190	50
Heppenheim	25	-2	111	53
Herbitzheim	23	-1	129	50
Herbolzheim	25	-2	158	57
Herborn	23	-1	129	50
Herbstein	24	-4	111	52
Herdecke	23	0	143	49
Herdwangen-Kleinschoenach	23	-5	173	56
Herford	22	0	143	49
Heringhausen	22	0	143	49
Heringsdorf	21	-2	113	55	8
Hermannsburg	23	-2	122	47
Hermsdorf	24	-4	169	59
Herne	22	-1	197	49
Herold	24	-2	111	50
Heroldsbach	24	-4	114	56
Heroldsberg	23	-5	173	54
Heroldstatt	23	-4	167	58
Herrenberg	23	-4	167	58
Herreninsel	24	-6	184	56
Herrieden	24	-4	114	60
Herrischried	25	-2	174	54
Herrsching	22	-5	173	56
Hersbruck	23	-4	114	58
Herscheid	23	0	143	49
Herten	21	0	197	49
Hervest	22	-1	197	47
Herxheim	24	-2	111	50
Herzberg	24	-4	169	59
Herzberg	18	-2	126	50
Herzogenaurach	24	-4	114	58
Herzogenrath	22	-1	131	50
Herzogsweiler	24	-4	167	57
Hesborn	23	-1	180	48
Hesel	20	-1	199	50
"Hessisch Oldendorf"	22	-2	122	48
Hetzdorf	24	-4	169	59
Heuweiler	25	-2	158	57
Hilchenbach	22	0	143	48
Hildburghausen	24	-3	170	49
Hilden	23	0	197	43
Hilders	24	-4	170	47
Hildesheim	22	-2	122	49
Hille	22	-3	122	49
Hillesheim	23	-1	129	55
Hilpoltstein	24	-4	114	60
Hilzingen	25	-3	134	57
Himmelkron	24	-5	114	58
Hinterhermsdorf	24	-4	169	58
Hinterzarten	25	-2	174	53
Hirsau	23	-4	167	59
Hirschaid	24	-6	114	57
Hirschau	24	-4	114	57
Hirschbach	24	-4	114	57
Hirschberg-Heidelberg	24	-3	111	50
Hirschhorn-Langenthal	24	-2	111	51
Hittfeld	22	-2	190	49
Hitzacker	21	-4	113	58
Hochdorf	23	-4	167	59
"Hochheim am Main"	24	-2	111	50
Hockenheim	24	-2	111	49
Hodenhagen	22	-2	122	48
"Hoehn Oelingen"	23	-1	129	50
Hof	24	-4	114	58
Hofbieber	24	-3	170	45
